Magnitude,ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
5.6,0.0,3.55419,2.0,2.0,0.0,110.0,0.0,1.0,5.0,15.0
5.7,0.0,2.82667,2.0,1.0,0.0,87.0,0.0,0.0,5.0,12.0
5.8,0.0,2.24103,1.0,1.0,0.0,68.0,0.0,0.0,4.0,10.0
5.9,0.0,1.77831,1.0,0.0,0.0,55.0,0.0,0.0,3.0,8.0
6.0,0.0,1.412,1.0,0.0,0.0,49.0,0.0,0.0,3.0,7.0
6.1,0.0,1.11888,1.0,0.0,0.0,38.0,0.0,0.0,2.0,6.0
6.2,0.0,0.88474,0.0,0.0,0.0,30.0,0.0,0.0,2.0,5.0
6.3,0.0,0.70029,0.0,0.0,0.0,27.0,0.0,0.0,1.0,4.0
6.4,0.0,0.55521,0.0,0.0,0.0,22.0,0.0,0.0,1.0,4.0
6.5,0.0,0.44033,0.0,0.0,0.0,21.0,0.0,0.0,1.0,3.0
6.6,0.0,0.34952,0.0,0.0,0.0,18.0,0.0,0.0,1.0,3.0
6.7,0.0,0.27693,0.0,0.0,0.0,16.0,0.0,0.0,1.0,2.0
6.8,0.0,0.21866,0.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0
6.9,0.0,0.17259,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0
7.0,0.0,0.13511,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0
7.1,0.0,0.10554,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0
7.2,0.0,0.08317,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0
7.3,0.0,0.06485,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0
7.4,0.0,0.0506,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0
7.5,0.0,0.03864,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
7.6,0.0,0.02978,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
7.7,0.0,0.02255,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
7.8,0.0,0.01645,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
7.9,0.0,0.01153,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
8.0,0.0,0.00778,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
8.1,0.0,0.00468,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0021,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
